"chr1A_TA299","0","1000000"
"chr1A_TA299","1000000","2000000"
"chr1A_TA299","2000000","3000000"
"chr1A_TA299","3000000","4000000"
"chr1A_TA299","4000000","5000000"
"chr1A_TA299","5000000","6000000"
"chr1A_TA299","6000000","7000000"
"chr1A_TA299","7000000","8000000"
"chr1A_TA299","8000000","9000000"
"chr1A_TA299","9000000","10000000"
"chr1A_TA299","10000000","11000000"
"chr1A_TA299","11000000","12000000"
"chr1A_TA299","12000000","13000000"
"chr1A_TA299","13000000","14000000"
"chr1A_TA299","14000000","15000000"
"chr1A_TA299","15000000","16000000"
"chr1A_TA299","16000000","17000000"
"chr1A_TA299","17000000","18000000"
"chr1A_TA299","18000000","19000000"
"chr1A_TA299","19000000","20000000"
"chr1A_TA299","20000000","21000000"
"chr1A_TA299","21000000","22000000"
"chr1A_TA299","22000000","23000000"
"chr1A_TA299","23000000","24000000"
"chr1A_TA299","24000000","25000000"
"chr1A_TA299","25000000","26000000"
"chr1A_TA299","26000000","27000000"
"chr1A_TA299","27000000","28000000"
"chr1A_TA299","28000000","29000000"
"chr1A_TA299","29000000","30000000"
"chr1A_TA299","30000000","31000000"
"chr1A_TA299","31000000","32000000"
"chr1A_TA299","32000000","33000000"
"chr1A_TA299","33000000","34000000"
"chr1A_TA299","34000000","35000000"
"chr1A_TA299","35000000","36000000"
"chr1A_TA299","36000000","37000000"
"chr1A_TA299","37000000","38000000"
"chr1A_TA299","38000000","39000000"
"chr1A_TA299","39000000","40000000"
"chr1A_TA299","40000000","41000000"
"chr1A_TA299","41000000","42000000"
"chr1A_TA299","42000000","43000000"
"chr1A_TA299","43000000","44000000"
"chr1A_TA299","44000000","45000000"
"chr1A_TA299","45000000","46000000"
"chr1A_TA299","46000000","47000000"
"chr1A_TA299","47000000","48000000"
"chr1A_TA299","48000000","49000000"
"chr1A_TA299","49000000","50000000"
"chr1A_TA299","50000000","51000000"
"chr1A_TA299","51000000","52000000"
"chr1A_TA299","52000000","53000000"
"chr1A_TA299","53000000","54000000"
"chr1A_TA299","54000000","55000000"
"chr1A_TA299","55000000","56000000"
"chr1A_TA299","56000000","57000000"
"chr1A_TA299","57000000","58000000"
"chr1A_TA299","58000000","59000000"
"chr1A_TA299","59000000","60000000"
"chr1A_TA299","60000000","61000000"
"chr1A_TA299","61000000","62000000"
"chr1A_TA299","62000000","63000000"
"chr1A_TA299","63000000","64000000"
"chr1A_TA299","64000000","65000000"
"chr1A_TA299","65000000","66000000"
"chr1A_TA299","66000000","67000000"
"chr1A_TA299","67000000","68000000"
"chr1A_TA299","68000000","69000000"
"chr1A_TA299","69000000","70000000"
"chr1A_TA299","70000000","71000000"
"chr1A_TA299","71000000","72000000"
"chr1A_TA299","72000000","73000000"
"chr1A_TA299","73000000","74000000"
"chr1A_TA299","74000000","75000000"
"chr1A_TA299","75000000","76000000"
"chr1A_TA299","76000000","77000000"
"chr1A_TA299","77000000","78000000"
"chr1A_TA299","78000000","79000000"
"chr1A_TA299","79000000","80000000"
"chr1A_TA299","80000000","81000000"
"chr1A_TA299","81000000","82000000"
"chr1A_TA299","82000000","83000000"
"chr1A_TA299","83000000","84000000"
"chr1A_TA299","84000000","85000000"
"chr1A_TA299","85000000","86000000"
"chr1A_TA299","86000000","87000000"
"chr1A_TA299","87000000","88000000"
"chr1A_TA299","88000000","89000000"
"chr1A_TA299","89000000","90000000"
"chr1A_TA299","90000000","91000000"
"chr1A_TA299","91000000","92000000"
"chr1A_TA299","92000000","93000000"
"chr1A_TA299","93000000","94000000"
"chr1A_TA299","94000000","95000000"
"chr1A_TA299","95000000","96000000"
"chr1A_TA299","96000000","97000000"
"chr1A_TA299","97000000","98000000"
"chr1A_TA299","98000000","99000000"
"chr1A_TA299","99000000","100000000"
"chr1A_TA299","100000000","101000000"
"chr1A_TA299","101000000","102000000"
"chr1A_TA299","102000000","103000000"
"chr1A_TA299","103000000","104000000"
"chr1A_TA299","104000000","105000000"
"chr1A_TA299","105000000","106000000"
"chr1A_TA299","106000000","107000000"
"chr1A_TA299","107000000","108000000"
"chr1A_TA299","108000000","109000000"
"chr1A_TA299","109000000","110000000"
"chr1A_TA299","110000000","111000000"
"chr1A_TA299","111000000","112000000"
"chr1A_TA299","112000000","113000000"
"chr1A_TA299","113000000","114000000"
"chr1A_TA299","114000000","115000000"
"chr1A_TA299","115000000","116000000"
"chr1A_TA299","116000000","117000000"
"chr1A_TA299","117000000","118000000"
"chr1A_TA299","118000000","119000000"
"chr1A_TA299","119000000","120000000"
"chr1A_TA299","120000000","121000000"
"chr1A_TA299","121000000","122000000"
"chr1A_TA299","122000000","123000000"
"chr1A_TA299","123000000","124000000"
"chr1A_TA299","124000000","125000000"
"chr1A_TA299","125000000","126000000"
"chr1A_TA299","126000000","127000000"
"chr1A_TA299","127000000","128000000"
"chr1A_TA299","128000000","129000000"
"chr1A_TA299","129000000","130000000"
"chr1A_TA299","130000000","131000000"
"chr1A_TA299","131000000","132000000"
"chr1A_TA299","132000000","133000000"
"chr1A_TA299","133000000","134000000"
"chr1A_TA299","134000000","135000000"
"chr1A_TA299","135000000","136000000"
"chr1A_TA299","136000000","137000000"
"chr1A_TA299","137000000","138000000"
"chr1A_TA299","138000000","139000000"
"chr1A_TA299","139000000","140000000"
"chr1A_TA299","140000000","141000000"
"chr1A_TA299","141000000","142000000"
"chr1A_TA299","142000000","143000000"
"chr1A_TA299","143000000","144000000"
"chr1A_TA299","144000000","145000000"
"chr1A_TA299","145000000","146000000"
"chr1A_TA299","146000000","147000000"
"chr1A_TA299","147000000","148000000"
"chr1A_TA299","148000000","149000000"
"chr1A_TA299","149000000","150000000"
"chr1A_TA299","150000000","151000000"
"chr1A_TA299","151000000","152000000"
"chr1A_TA299","152000000","153000000"
"chr1A_TA299","153000000","154000000"
"chr1A_TA299","154000000","155000000"
"chr1A_TA299","155000000","156000000"
"chr1A_TA299","156000000","157000000"
"chr1A_TA299","157000000","158000000"
"chr1A_TA299","158000000","159000000"
"chr1A_TA299","159000000","160000000"
"chr1A_TA299","160000000","161000000"
"chr1A_TA299","161000000","162000000"
"chr1A_TA299","162000000","163000000"
"chr1A_TA299","163000000","164000000"
"chr1A_TA299","164000000","165000000"
"chr1A_TA299","165000000","166000000"
"chr1A_TA299","166000000","167000000"
"chr1A_TA299","167000000","168000000"
"chr1A_TA299","168000000","169000000"
"chr1A_TA299","169000000","170000000"
"chr1A_TA299","170000000","171000000"
"chr1A_TA299","171000000","172000000"
"chr1A_TA299","172000000","173000000"
"chr1A_TA299","173000000","174000000"
"chr1A_TA299","174000000","175000000"
"chr1A_TA299","175000000","176000000"
"chr1A_TA299","176000000","177000000"
"chr1A_TA299","177000000","178000000"
"chr1A_TA299","178000000","179000000"
"chr1A_TA299","179000000","180000000"
"chr1A_TA299","180000000","181000000"
"chr1A_TA299","181000000","182000000"
"chr1A_TA299","182000000","183000000"
"chr1A_TA299","183000000","184000000"
"chr1A_TA299","184000000","185000000"
"chr1A_TA299","185000000","186000000"
"chr1A_TA299","186000000","187000000"
"chr1A_TA299","187000000","188000000"
"chr1A_TA299","188000000","189000000"
"chr1A_TA299","189000000","190000000"
"chr1A_TA299","190000000","191000000"
"chr1A_TA299","191000000","192000000"
"chr1A_TA299","192000000","193000000"
"chr1A_TA299","193000000","194000000"
"chr1A_TA299","194000000","195000000"
"chr1A_TA299","195000000","196000000"
"chr1A_TA299","196000000","197000000"
"chr1A_TA299","197000000","198000000"
"chr1A_TA299","198000000","199000000"
"chr1A_TA299","199000000","200000000"
